URL,Row Type,Qualifier,Seed Keyword,Keyword,Source,Demand Score,Semantic Score,Intent Fit,SV Proxy,Category Tuple,Reason
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,guide,conferences abstract management,videos conferences abstract management,Expansion,0.5960,0.6667,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,tips,catalyst features,videos catalyst features,Expansion,0.5910,0.7500,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,checklist,conferences abstract management catalyst,tips conferences abstract management catalyst,Expansion,0.5447,0.5714,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,quick,conferences abstract management catalyst,quick conferences abstract management catalyst,Expansion,0.5447,0.5714,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,best practices,conferences abstract management catalyst,guide conferences abstract management catalyst,Expansion,0.5445,0.5714,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/conferences/abstract-management/catalyst-features-videos/,Expansion,overview,conferences abstract management catalyst,checklist conferences abstract management catalyst,Expansion,0.5445,0.5714,1,0.0000,PRODUCT|Conference Solutions|Abstract Management Education|informational,pool1_existing
https://omnipress.com/about-us/,Primary,,about omnipress,about omnipress,SEMrush,0.7106,1.0000,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,about,about omnipress omnipress,about omnipress omnipress,Expansion,0.7133,1.0000,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,official,about us,about us,Expansion,0.7015,1.0000,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,support,about omnipress omnipress,application about omnipress omnipress,Expansion,0.5686,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,application,about omnipress,application about omnipress,Expansion,0.5686,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,contact,about us,application about us,Expansion,0.5626,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,careers,about omnipress omnipress,careers about omnipress omnipress,Expansion,0.5608,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,newsletter,about omnipress omnipress,contact about omnipress omnipress,Expansion,0.5607,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
https://omnipress.com/about-us/,Expansion,form,about omnipress omnipress,form about omnipress omnipress,Expansion,0.5606,0.6667,1,0.0000,BRAND|Brand/Navigational|Brand Pages|navigational,pool1_existing
